player,season,beta,ppm,pm,salary
MARTIN_ST. LOUIS,20102011,0.1,12.32,56,4
RADIM_VRBATA,20132014,0.22,12.32,18,3
PATRIK_ELIAS,20072008,0.18,12.28,24,7.5
BRAD_BOYES,20082009,0.14,12.28,30,2.5
NATHAN_HORTON,20072008,0.16,12.27,39,3
BRYAN_LITTLE,20112012,0.16,12.25,-6,2.5
ALEXEI_PONIKAROVSKY,20112012,0.22,12.2,15,1.5
DOUG_WEIGHT,20052006,0.14,12.18,41,5.7
NIK_ANTROPOV,20082009,0.15,12.18,2,2.15
STEVE_DOWNIE,20102011,0.23,12.18,32,0
ILYA_KOVALCHUK,20062007,0.14,12.17,56,5
FRANS_NIELSEN,20122013,0.28,12.16,-14,2
MARTIN_ST. LOUIS,20072008,0.1,12.11,10,6
MARIAN_GABORIK,20132014,0.31,12.11,29,7.5
BRYCE_SALVADOR,20112012,0.15,12.09,-4,2.9
MARCO_STURM,20052006,0.18,12.07,34,2
DAVID_PERRON,20082009,0.24,12.07,43,0.875
ILYA_KOVALCHUK,20052006,0.14,12.03,72,6.5
T.J._OSHIE,20112012,0.17,12.02,25,2.35
DANY_HEATLEY,20062007,0.11,12,86,4.5
ED_BELFOUR,20062007,0.08,11.99,16,0.75
ZDENO_CHARA,20052006,0.11,11.98,23,3.724
ALEXEI_PONIKAROVSKY,20072008,0.22,11.98,13,1.575
BRYAN_LITTLE,20102011,0.16,11.94,10,1.65
MATT_CULLEN,20092010,0.14,11.92,2,2.8
BRYAN_MCCABE,20032004,0.11,11.91,41,3.5
DANY_HEATLEY,20052006,0.11,11.89,96,3.5
JEFF_CARTER,20072008,0.13,11.89,17,0.9424
JEFF_CARTER,20092010,0.13,11.89,19,5
ALEX_KOVALEV,20072008,0.12,11.88,69,4.5
JAROSLAV_SPACEK,20022003,0.13,11.87,-3,1.6
JAROME_IGINLA,20032004,0.14,11.87,51,7.5
RADIM_VRBATA,20062007,0.22,11.87,14,1.225
RADIM_VRBATA,20092010,0.22,11.87,18,0
ZDENO_CHARA,20112012,0.11,11.87,29,8.5
JORDAN_EBERLE,20102011,0.2,11.86,-12,0.875
MARIAN_HOSSA,20122013,0.26,11.85,41,7.9
PHIL_KESSEL,20112012,0.12,11.77,22,6
ALEX_STEEN,20072008,0.18,11.75,-7,0.87018
HENRIK_ZETTERBERG,20122013,0.19,11.75,31,7.75
DANY_HEATLEY,20092010,0.11,11.72,49,8
MARK_GIORDANO,20102011,0.13,11.72,14,1.075
JUSSI_JOKINEN,20092010,0.17,11.7,33,1.5
EVGENI_MALKIN,20092010,0.12,11.7,47,9
JUSSI_JOKINEN,20112012,0.17,11.7,9,3
HENRIK_SEDIN,20122013,0.27,11.69,36,6.1
JAROMIR_JAGR,20122013,0.2,11.69,18,4.5
JOEL_WARD,20102011,0.18,11.68,-2,1.5
ED_BELFOUR,20052006,0.08,11.66,-18,4.56
JUSTIN_WILLIAMS,20112012,0.16,11.65,52,3.9
MARIAN_GABORIK,20122013,0.31,11.65,12,7.5
RICK_NASH,20052006,0.2,11.62,35,3.5
SHANE_DOAN,20052006,0.16,11.6,28,3.002
SIMON_GAGNE,20052006,0.13,11.57,65,2
SHANE_DOAN,20092010,0.16,11.52,21,4.55
BRIAN_CAMPBELL,20082009,0.1,11.51,56,7.142857
MATS_SUNDIN,20062007,0.14,11.5,20,7.6
LOUI_ERIKSSON,20072008,0.22,11.49,18,0.65
JOSH_BAILEY,20102011,0.2,11.47,-10,0.875
TOMAS_PLEKANEC,20092010,0.11,11.46,15,2.75
PATRICE_BERGERON,20052006,0.11,11.45,24,0.646
DUSTIN_BROWN,20072008,0.13,11.45,2,1.175
TAYLOR_HALL,20132014,0.17,11.45,17,6
JASON_BLAKE,20082009,0.15,11.42,11,4.5
MILAN_HEJDUK,20112012,0.19,11.41,13,2.6
PATRICE_BERGERON,20062007,0.11,11.4,-5,3
NIK_ANTROPOV,20072008,0.15,11.38,19,1.95
SHANE_DOAN,20102011,0.16,11.37,33,4.55
DANIEL_ALFREDSSON,20122013,0.24,11.37,19,1
PATRICE_BERGERON,20102011,0.11,11.34,34,5.75
JAROME_IGINLA,20052006,0.14,11.33,41,7
JAROME_IGINLA,20112012,0.14,11.33,21,7
ROMAN_HAMRLIK,20022003,0.12,11.32,24,3.5
ROMAN_HAMRLIK,20062007,0.12,11.27,35,3.5
ILYA_KOVALCHUK,20022003,0.14,11.26,21,1.13
JOCHEN_HECHT,20062007,0.13,11.26,8,2.35
PETR_CAJANEK,20062007,0.19,11.24,12,1.7
JOEL_WARD,20092010,0.18,11.24,-25,1.5
RYAN_GETZLAF,20132014,0.25,11.23,16,6.5
BRAD_MARCHAND,20132014,0.3,11.23,24,4
VINCENT_LECAVALIER,20032004,0.28,11.22,30,2.625
ALEX_STEEN,20052006,0.18,11.22,-1,0.72018
NATHAN_HORTON,20062007,0.16,11.22,24,1.1
SHANE_DOAN,20062007,0.16,11.21,15,3.382
ROMAN_HAMRLIK,20092010,0.12,11.21,-10,5.5
CHRISTIAN_EHRHOFF,20102011,0.1,11.18,57,3.4
STEVEN_STAMKOS,20082009,0.19,11.15,14,0.875
SHANE_DOAN,20032004,0.16,11.13,14,2.8
PATRIK_BERGLUND,20082009,0.24,11.11,46,0.85
JAKUB_VORACEK,20122013,0.21,11.11,20,3.5
MIKE_RIBEIRO,20112012,0.16,11.06,16,5
KYLE_WELLWOOD,20112012,0.22,11.06,18,0.7
ALEX_STEEN,20102011,0.18,11.05,13,2.75
PIERRE-MARC_BOUCHARD,20082009,0.19,11.04,25,3.35
SIMON_GAGNE,20082009,0.13,10.98,40,5.25
ILYA_KOVALCHUK,20102011,0.14,10.98,1,6
JOSH_BAILEY,20112012,0.2,10.98,-13,0.875
ROBERT_LANG,20092010,0.26,10.97,15,1
DANY_HEATLEY,20102011,0.11,10.96,49,8
BENOIT_POULIOT,20092010,0.24,10.94,16,0.80325
CRAIG_ANDERSON,20112012,0.06,10.94,4,2.75
BENOIT_POULIOT,20132014,0.24,10.94,26,1.3
NIKOLAI_KHABIBULIN,20082009,0.07,10.91,44,6.75
DANIEL_ALFREDSSON,20132014,0.24,10.89,31,3.5
PETR_CAJANEK,20052006,0.19,10.85,12,0.836
CLAUDE_GIROUX,20102011,0.12,10.85,36,0.765
MARTIN_ST. LOUIS,20092010,0.1,10.83,29,4
MARTIN_ST. LOUIS,20112012,0.1,10.83,27,5.5
MATHIEU_SCHNEIDER,20052006,0.11,10.82,73,3.3
JASON_BLAKE,20052006,0.15,10.81,1,1.558
CHRIS_KUNITZ,20082009,0.13,10.81,48,3.5
HENRIK_ZETTERBERG,20022003,0.19,10.8,7,0.875
PETER_FORSBERG,20072008,0.73,10.79,19,0
THOMAS_VANEK,20072008,0.14,10.78,30,10
ALEX_STEEN,20132014,0.18,10.78,40,3.567
ALEX_TANGUAY,20082009,0.24,10.76,42,5.375
MATS_SUNDIN,20032004,0.14,10.75,31,9
JASON_BLAKE,20062007,0.15,10.74,36,1.558
PATRIC_HORNQVIST,20132014,0.23,10.74,23,3.5
CHRISTIAN_EHRHOFF,20092010,0.1,10.69,57,3.15
BRAD_BOYES,20072008,0.14,10.68,33,1.6
JAROMIR_JAGR,20132014,0.2,10.68,28,2
ALEX_FROLOV,20062007,0.22,10.66,2,2
MIKE_RIBEIRO,20092010,0.16,10.65,15,5
MATS_SUNDIN,20052006,0.14,10.62,45,6.84
RYAN_GETZLAF,20052006,0.25,10.61,35,0.881
T.J._OSHIE,20092010,0.17,10.61,10,0.85
JAROSLAV_SPACEK,20092010,0.13,10.58,11,3.833333
ROMAN_HAMRLIK,20072008,0.12,10.57,-9,5.5
PIERRE-MARC_BOUCHARD,20052006,0.19,10.56,46,0.95
PIERRE-MARC_BOUCHARD,20062007,0.19,10.56,44,1.85
EVGENI_MALKIN,20062007,0.12,10.55,66,0.9842
SCOTT_HARTNELL,20112012,0.12,10.55,57,3.7
DAYMOND_LANGKOW,20022003,0.17,10.54,12,2.25
ZDENO_CHARA,20022003,0.11,10.52,49,1.75
BRIAN_CAMPBELL,20062007,0.1,10.52,53,1.25
DANY_HEATLEY,20072008,0.11,10.52,67,5.5
JASON_BLAKE,20072008,0.15,10.51,17,5
BRENDAN_MORRISON,20092010,0.17,10.5,37,1.5
DANIEL_SEDIN,20032004,0.22,10.48,37,1.1275
DUSTIN_BROWN,20082009,0.13,10.48,11,2.6
RYAN_MCDONAGH,20132014,0.11,10.48,11,0
HENRIK_SEDIN,20132014,0.27,10.47,7,6.1
ERIC_FEHR,20082009,0.34,10.46,11,0.735
SIMON_GAGNE,20062007,0.13,10.45,20,5.25
JAROSLAV_SPACEK,20072008,0.13,10.45,27,3.475
JUSTIN_WILLIAMS,20102011,0.16,10.45,35,3.5
NICKLAS_BACKSTROM,20072008,0.11,10.44,66,0.85
JUSSI_JOKINEN,20082009,0.17,10.44,-8,1.875
ZDENO_CHARA,20032004,0.11,10.4,33,2.4
ROMAN_HAMRLIK,20082009,0.12,10.4,-20,5.5
MILAN_HEJDUK,20092010,0.19,10.39,30,4
JUSSI_JOKINEN,20102011,0.17,10.36,23,1.9
JASON_ARNOTT,20022003,0.2,10.35,17,3.65
BENOIT_POULIOT,20112012,0.24,10.33,25,1.1
ALEXEI_PONIKAROVSKY,20052006,0.22,10.3,4,0.7
KYLE_WELLWOOD,20092010,0.22,10.3,29,1.2
RICK_NASH,20132014,0.2,10.3,22,7.8
DAYMOND_LANGKOW,20082009,0.17,10.28,37,5
DUSTIN_PENNER,20082009,0.17,10.28,30,4.25
DUSTIN_BROWN,20092010,0.13,10.28,20,2.45
ALEX_GOLIGOSKI,20122013,0.19,10.28,18,4.2
T.J._OSHIE,20132014,0.17,10.28,38,4
PATRIK_ELIAS,20092010,0.18,10.27,28,6
ALEX_STEEN,20082009,0.18,10.25,-26,1.7
NATHAN_HORTON,20082009,0.16,10.24,18,3.5
CURTIS_GLENCROSS,20112012,0.15,10.22,-8,2.7
DOUG_WEIGHT,20032004,0.14,10.21,44,8.5
JEFF_CARTER,20102011,0.13,10.21,48,5.5
JEFF_CARTER,20132014,0.13,10.21,22,6.5
ROBERTO_LUONGO,20092010,0.04,10.2,50,7.5
RICK_NASH,20122013,0.2,10.2,31,7.6
VINCENT_LECAVALIER,20112012,0.15,10.19,15,10
ALEX_GOLIGOSKI,20132014,0.19,10.18,11,4.6
JAROME_IGINLA,20092010,0.14,10.17,26,7
MARK_STREIT,20122013,0.17,10.16,5,4.1
JASON_ARNOTT,20102011,0.2,10.15,15,4.5
CURTIS_GLENCROSS,20082009,0.15,10.14,-5,1.2
ERIC_FEHR,20132014,0.34,10.13,-3,1.4
STEPHEN_WEISS,20112012,0.11,10.1,28,4
KYLE_WELLWOOD,20082009,0.22,10.09,29,0.9975
THOMAS_VANEK,20082009,0.14,10.09,40,8
THOMAS_VANEK,20112012,0.14,10.09,28,6.4
MARC_SAVARD,20022003,0.15,10.08,6,1.3
BRAD_BOYES,20052006,0.15,10.06,42,0.6
DOMINIK_HASEK,20072008,0.09,10.04,39,2.05
ERIK_COLE,20112012,0.13,10.02,39,0.6
BOBBY_RYAN,20122013,0.24,10.02,21,5.562
MATS_SUNDIN,20022003,0.14,10.01,20,9
BRIAN_CAMPBELL,20112012,0.1,10,29,7.142857
DANY_HEATLEY,20022003,0.11,9.98,33,1.075
BRAD_BOYES,20102011,0.14,9.98,31,4.5
COREY_PERRY,20112012,0.13,9.98,14,5.375
TAYLOR_HALL,20112012,0.17,9.95,27,0.9
KEITH_TKACHUK,20082009,0.14,9.93,36,4.5
ANDREW_LADD,20102011,0.11,9.92,2,2.35
ALEX_KOVALEV,20082009,0.12,9.91,31,4.5
SCOTT_HARTNELL,20082009,0.12,9.91,28,4.7
ALEX_STEEN,20092010,0.18,9.9,24,1.7
ERIK_COLE,20072008,0.13,9.89,37,4
ERIK_COLE,20102011,0.13,9.89,9,3
RYAN_MCDONAGH,20112012,0.11,9.89,8,0.875
WOJTEK_WOLSKI,20092010,0.13,9.87,46,3.1
TEDDY_PURCELL,20132014,0.18,9.87,14,4.5
CHRIS_KUNITZ,20062007,0.13,9.85,75,0.9625
DAYMOND_LANGKOW,20112012,0.17,9.85,-4,4.5
MIKE_RIBEIRO,20052006,0.16,9.84,33,1.178
CURTIS_GLENCROSS,20102011,0.15,9.84,-7,1.2
NATHAN_HORTON,20122013,0.16,9.84,33,5.5
MARK_FISTRIC,20092010,0.29,9.83,19,0.75
JUSTIN_WILLIAMS,20132014,0.16,9.81,27,3.75
MIKE_MODANO,20052006,0.13,9.8,51,4.25
JAKUB_VORACEK,20082009,0.21,9.77,23,0.875
MIKE_RIBEIRO,20032004,0.16,9.76,48,0.847
TOMAS_PLEKANEC,20072008,0.11,9.75,47,1.4
IAN_WHITE,20102011,0.11,9.75,10,3
HENRIK_ZETTERBERG,20032004,0.19,9.74,30,0.675
RICK_NASH,20022003,0.2,9.7,0,1.185
JOSH_BAILEY,20082009,0.2,9.69,8,0.875
JOSH_BAILEY,20092010,0.2,9.69,14,0.875
DUSTIN_PENNER,20062007,0.17,9.68,29,0.45
VIKTOR_KOZLOV,20072008,0.13,9.68,49,2.5
MARTIN_GELINAS,20072008,0.34,9.67,2,1.25
KYLE_WELLWOOD,20052006,0.22,9.65,29,0.627
ROMAN_HAMRLIK,20102011,0.12,9.65,7,5.5
MICHEL_OUELLET,20072008,0.25,9.64,29,1.2
SCOTT_HARTNELL,20092010,0.12,9.62,33,4.2
TIM_THOMAS,20052006,0.1,9.61,-7,0
JUSSI_JOKINEN,20132014,0.17,9.6,44,3
KEITH_TKACHUK,20032004,0.14,9.59,47,10
CLAUDE_GIROUX,20092010,0.12,9.58,26,0.85
ERIK_COLE,20082009,0.13,9.57,12,4
MATHIEU_SCHNEIDER,20032004,0.11,9.54,47,3.75
MIKE_KNUBLE,20052006,0.1,9.54,58,1.52
TOM_PREISSING,20062007,0.14,9.54,77,0.6
DAVID_KREJCI,20102011,0.11,9.54,51,3.75
JOHAN_FRANZEN,20122013,0.22,9.54,30,5.25
JIRI_HUDLER,20072008,0.17,9.5,37,0.88
SHANE_DOAN,20022003,0.16,9.48,23,2.4
PHIL_KESSEL,20102011,0.12,9.48,11,6
DOUG_WEIGHT,20062007,0.14,9.46,37,3.5
RYAN_NUGENT-HOPKINS,20122013,0.26,9.46,21,0.925
PETER_BUDAJ,20062007,0.06,9.44,30,0.6
DUSTIN_BROWN,20102011,0.13,9.44,31,3.5
VIKTOR_KOZLOV,20022003,0.13,9.43,1,2.1
BRYAN_MCCABE,20082009,0.11,9.43,33,6.15
ROMAN_HAMRLIK,20032004,0.12,9.42,9,3.6
BRAD_BOYES,20092010,0.14,9.42,23,5
RYAN_SMYTH,20082009,0.12,9.4,11,7.25
MIKAEL_SAMUELSSON,20092010,0.12,9.39,59,2.5
JORDAN_EBERLE,20122013,0.2,9.39,15,0.787
JOCHEN_HECHT,20072008,0.13,9.38,-11,2.35
BRYAN_LITTLE,20132014,0.16,9.38,15,4
ALEX_STEEN,20062007,0.18,9.37,-4,0.77018
BRYAN_MCCABE,20092010,0.11,9.37,18,4.15
VIKTOR_KOZLOV,20082009,0.13,9.36,28,2.5
IAN_WHITE,20092010,0.11,9.36,9,0.95
PAUL_STASTNY,20092010,0.09,9.36,23,6.6
TEEMU_SELANNE,20122013,0.27,9.36,6,4.5
TOMAS_PLEKANEC,20102011,0.11,9.35,24,5
LOUI_ERIKSSON,20122013,0.22,9.32,2,4.6
IAN_WHITE,20112012,0.11,9.31,28,3
BRANDON_SAAD,20132014,0.15,9.31,32,0.843
STEPHEN_WEISS,20092010,0.11,9.3,10,3
MICHAEL_GRABNER,20102011,0.16,9.3,15,0.765
JAROME_IGINLA,20022003,0.14,9.29,3,5.5
MATT_CULLEN,20052006,0.14,9.28,47,0.6688
RYAN_SMYTH,20062007,0.12,9.28,29,3.5
TAYLOR_HALL,20102011,0.17,9.28,5,0.9
DANY_HEATLEY,20082009,0.11,9.27,22,10
KEITH_TKACHUK,20072008,0.14,9.24,24,3.5
PIERRE-MARC_BOUCHARD,20102011,0.19,9.22,12,4.25
JOHAN_FRANZEN,20092010,0.22,9.21,31,5.5
LOUI_ERIKSSON,20132014,0.22,9.21,21,4.6
IAN_WHITE,20082009,0.11,9.2,-10,0.85
SIMON_GAGNE,20102011,0.13,9.19,27,5.25
RADIM_VRBATA,20022003,0.22,9.18,8,0.41
ALEXEI_PONIKAROVSKY,20032004,0.22,9.18,6,0.5225
JUSSI_JOKINEN,20052006,0.17,9.18,53,0
MARCO_STURM,20092010,0.18,9.18,29,3.5
ROBERTO_LUONGO,20102011,0.04,9.18,40,10
DANIEL_SEDIN,20122013,0.22,9.15,29,6.1
ALEX_BURROWS,20072008,0.19,9.13,-15,0.475
ERIC_FEHR,20102011,0.34,9.13,15,2.2
ALEX_TANGUAY,20122013,0.24,9.13,-4,3.5
BRENDAN_MORRISON,20102011,0.17,9.11,15,0
BENOIT_POULIOT,20102011,0.24,9.11,7,1.35
JOHAN_FRANZEN,20062007,0.22,9.1,12,0.775
BRIAN_RAFALSKI,20052006,0.16,9.08,0,4.2
MATT_CULLEN,20062007,0.14,9.08,2,3.1
JASON_BLAKE,20032004,0.15,9.07,-2,0.8
JEFF_CARTER,20112012,0.13,9.07,5,6
SCOTT_HARTNELL,20102011,0.12,9.04,27,4.2
WAYNE_SIMMONDS,20112012,0.12,9.04,34,1.5
CAM_WARD,20082009,0.04,9.03,24,2.5
MIKE_RIBEIRO,20062007,0.16,9.02,39,1.9
NICKLAS_BACKSTROM,20102011,0.11,9.02,41,6
MIKE_RIBEIRO,20122013,0.16,9.02,33,5
TOBIAS_ENSTROM,20132014,0.17,9.02,7,5.75
ALES_HEMSKY,20052006,0.1,9.01,63,0.90174
MARK_STREIT,20132014,0.17,9.01,13,5
KYLE_WELLWOOD,20062007,0.22,9,37,0.8
DOUG_WEIGHT,20022003,0.14,8.99,30,8.5
JASON_POMINVILLE,20062007,0.09,8.99,24,0.8
DAYMOND_LANGKOW,20092010,0.17,8.98,8,4.25
JOHAN_FRANZEN,20132014,0.22,8.98,19,5
TEEMU_SELANNE,20022003,0.29,8.96,10,6.5
LADISLAV_NAGY,20072008,0.33,8.96,10,3.75
ERIC_FEHR,20122013,0.34,8.96,16,0
TOMAS_PLEKANEC,20112012,0.11,8.95,-11,5
CHRIS_KUNITZ,20132014,0.13,8.95,51,3.725
JOEL_WARD,20082009,0.18,8.94,-3,0.5
MIKE_RIBEIRO,20132014,0.16,8.94,18,4.5
DANIEL_SEDIN,20132014,0.22,8.93,-1,6.1
JUSSI_JOKINEN,20072008,0.17,8.92,6,1.75
THOMAS_VANEK,20092010,0.14,8.91,43,6.4
PATRICE_BERGERON,20092010,0.11,8.88,23,5
ALEX_KOVALEV,20022003,0.12,8.86,42,4.6
BRIAN_CAMPBELL,20052006,0.1,8.86,41,0.4598
ANZE_KOPITAR,20062007,0.23,8.86,0,0.85
BRIAN_CAMPBELL,20092010,0.1,8.86,51,7.142857
JASON_BLAKE,20022003,0.15,8.85,1,0.6
ALEX_BURROWS,20122013,0.19,8.85,8,2
KEITH_TKACHUK,20062007,0.14,8.83,46,3.8
PETR_CAJANEK,20032004,0.19,8.82,9,0
GUSTAV_NYQUIST,20132014,0.25,8.81,28,0.95
MIIKKA_KIPRUSOFF,20122013,0.13,8.8,-19,5
BRAD_BOYES,20062007,0.14,8.79,-12,1.4
MICHAEL_GRABNER,20112012,0.16,8.78,-23,1
CHRIS_KUNITZ,20072008,0.13,8.75,34,1.15
JOCHEN_HECHT,20052006,0.13,8.74,23,1.9
MATT_CULLEN,20102011,0.14,8.74,7,3.5
WAYNE_SIMMONDS,20092010,0.18,8.73,17,0.585
ROBERTO_LUONGO,20062007,0.04,8.72,19,6
MICHAL_ROZSIVAL,20072008,0.09,8.72,9,2.3
MIKE_KNUBLE,20072008,0.1,8.7,43,2.8
DAVID_VYBORNY,20052006,0.11,8.68,5,1.14
DAVID_VYBORNY,20062007,0.11,8.68,23,2.2
MARTIN_ST. LOUIS,20132014,0.1,8.68,21,6.5
MIKKO_KOIVU,20052006,0.25,8.66,-2,0.858
SIMON_GAGNE,20092010,0.13,8.66,21,5.25
MATHIEU_SCHNEIDER,20062007,0.11,8.64,48,3.3
JIRI_HUDLER,20102011,0.17,8.64,11,2.75
JASON_ARNOTT,20112012,0.2,8.64,36,2.5
JAROSLAV_SPACEK,20062007,0.13,8.63,23,3.225
RADIM_VRBATA,20052006,0.22,8.62,21,0.475
JASON_POMINVILLE,20082009,0.09,8.61,24,1.375
SIMON_GAGNE,20032004,0.13,8.6,26,2.6
ZDENO_CHARA,20122013,0.11,8.6,21,6
ZACH_PARISE,20062007,0.26,8.59,15,0.703
THOMAS_VANEK,20052006,0.14,8.57,30,0.9424
DAVID_PERRON,20122013,0.24,8.55,5,3
ERIK_COLE,20052006,0.13,8.54,34,1.14
MARK_GIORDANO,20122013,0.13,8.54,-6,3.5
ANDREI_KOSTITSYN,20072008,0.12,8.53,47,0.6118
COLBY_ARMSTRONG,20052006,0.16,8.51,12,0.77805
MARK_STREIT,20062007,0.17,8.51,19,0.6
CHRIS_KUNITZ,20122013,0.13,8.5,66,3.725
ALEX_KOVALEV,20092010,0.12,8.49,16,5
MARC_SAVARD,20032004,0.15,8.48,11,2
ALEX_FROLOV,20052006,0.22,8.48,8,2
PATRICE_BERGERON,20112012,0.11,8.48,40,5.9
JASON_BLAKE,20092010,0.15,8.47,4,4.5
SHANE_DOAN,20132014,0.16,8.47,24,5.55
KIMMO_TIMONEN,20022003,0.15,8.46,24,1.4
JARRET_STOLL,20052006,0.09,8.45,34,0.5016
TEDDY_PURCELL,20122013,0.18,8.44,20,2.375
ALEX_KOVALEV,20052006,0.12,8.43,41,4.5
ALEX_KOVALEV,20062007,0.12,8.43,13,4.5
MATHIEU_SCHNEIDER,20082009,0.11,8.42,14,5.75
BRYAN_MCCABE,20022003,0.11,8.41,13,2.85
MICHAEL_RYDER,20062007,0.1,8.38,34,2.2
PHIL_KESSEL,20092010,0.12,8.36,15,4.5
ERIK_COLE,20062007,0.13,8.34,27,4
PETER_BUDAJ,20082009,0.06,8.34,-39,0.8
JASON_POMINVILLE,20112012,0.09,8.33,4,5.5
JONI_PITKANEN,20082009,0.07,8.31,22,3.5
COREY_PERRY,20072008,0.13,8.3,36,0.494
ANDREI_KOSTITSYN,20082009,0.12,8.29,17,3.25
CHRISTIAN_BACKMAN,20062007,0.13,8.28,5,1.3
ANDREW_LADD,20112012,0.11,8.28,2,4
JONATHAN_BERNIER,20132014,0.08,8.28,22,0
DANIEL_SEDIN,20022003,0.22,8.27,21,1.025
VALERI_BURE,20032004,0.12,8.27,40,3.1
MATT_CULLEN,20082009,0.14,8.27,8,2.8
ALEX_KOVALEV,20032004,0.12,8.25,12,6.6
CLAUDE_GIROUX,20132014,0.12,8.25,35,5
JASON_BLAKE,20102011,0.15,8.24,11,3
BRYAN_LITTLE,20092010,0.16,8.22,12,0.85
ROBERTO_LUONGO,20052006,0.04,8.21,-12,3.2
VIKTOR_KOZLOV,20062007,0.13,8.21,28,0.865
JAROME_IGINLA,20122013,0.14,8.21,21,7
ADAM_HENRIQUE,20132014,0.21,8.21,10,4
JASON_POMINVILLE,20072008,0.09,8.19,29,0.925
ALEX_GOLIGOSKI,20082009,0.19,8.19,24,0.89526
RYAN_SMYTH,20112012,0.12,8.19,-2,4.5
CHRISTIAN_EHRHOFF,20082009,0.1,8.18,13,2.75
MIKE_GREEN,20092010,0.06,8.18,80,5
PHIL_KESSEL,20132014,0.12,8.18,22,5.4
STEPHEN_WEISS,20102011,0.11,8.15,6,3.2
RYAN_SMYTH,20032004,0.12,8.13,21,3.45
JEFF_CARTER,20122013,0.13,8.13,27,6.25
PHIL_KESSEL,20082009,0.12,8.12,53,0.85
HENRIK_ZETTERBERG,20132014,0.19,8.12,29,7.5
MIKAEL_SAMUELSSON,20082009,0.12,8.09,49,1.2
JOCHEN_HECHT,20102011,0.13,8.09,-7,3.5
DAVID_VYBORNY,20032004,0.11,8.07,-4,0
CHRIS_KUNITZ,20102011,0.13,8.05,41,3.8
AL_MONTOYA,20112012,0.1,8.05,-24,0.601
STEPHEN_WEISS,20082009,0.11,8.04,42,2.5
MIKE_JOHNSON,20052006,0.12,8.03,9,1.672
MARK_GIORDANO,20112012,0.13,8.03,10,4.6
ALEXANDER_SEMIN,20032004,0.34,8.02,17,0
MARTIN_HAVLAT,20072008,0.25,8.02,15,6
MARTIN_HAVLAT,20112012,0.25,8.02,19,5
KIMMO_TIMONEN,20132014,0.15,8.02,10,6
RYAN_SMYTH,20102011,0.12,8.01,27,5.5
JAN_HRDINA,20022003,0.18,8,22,1.25
SCOTT_HARTNELL,20072008,0.12,7.99,25,5.2
NIK_ANTROPOV,20102011,0.15,7.98,8,3.75
NATHAN_HORTON,20052006,0.16,7.97,32,0.9424
RYAN_SMYTH,20092010,0.12,7.96,50,6.5
JOCHEN_HECHT,20092010,0.13,7.96,7,3.8
MARK_GIORDANO,20092010,0.13,7.96,27,1
RYAN_WHITNEY,20102011,0.17,7.96,12,4.5
ALEX_STEEN,20112012,0.18,7.95,30,3.566667
NAZEM_KADRI,20122013,0.18,7.95,31,0.81
WOJTEK_WOLSKI,20062007,0.13,7.93,23,0.9842
MICHAL_ROZSIVAL,20062007,0.09,7.92,45,1.9
NIK_ANTROPOV,20112012,0.15,7.9,5,4.25
JOCHEN_HECHT,20032004,0.13,7.89,30,1.3
TYLER_SEGUIN,20112012,0.11,7.88,56,0.9
BRYAN_LITTLE,20122013,0.16,7.83,9,3
WOJTEK_WOLSKI,20072008,0.13,7.81,15,0.86
WOJTEK_WOLSKI,20082009,0.13,7.81,-3,2.5
KARI_LEHTONEN,20102011,0.04,7.81,8,2.7
DANY_HEATLEY,20112012,0.11,7.8,27,8
P.K._SUBBAN,20132014,0.08,7.8,37,3.75
CAM_WARD,20072008,0.04,7.79,18,2
CAM_WARD,20102011,0.04,7.77,13,5
KARI_LEHTONEN,20062007,0.04,7.75,3,1.5
CRAIG_ANDERSON,20102011,0.06,7.75,-15,2.125
TOMAS_KABERLE,20052006,0.06,7.73,43,2.28
MIKE_MOTTAU,20082009,0.14,7.72,16,0.75
DAVID_KREJCI,20092010,0.11,7.71,27,3.5
MIKE_KNUBLE,20082009,0.1,7.7,21,2.8
PATRIK_ELIAS,20132014,0.18,7.7,-4,5.5
EVGENI_MALKIN,20132014,0.12,7.7,51,7.5
MIKAEL_SAMUELSSON,20072008,0.12,7.68,60,1.2
ROMAN_HAMRLIK,20112012,0.12,7.68,7,3.5
TOMAS_VOKOUN,20032004,0.04,7.67,14,0
PAUL_STASTNY,20062007,0.09,7.67,37,0.535
MIKE_KNUBLE,20092010,0.1,7.65,48,2.8
LEE_STEMPNIAK,20092010,0.11,7.64,5,3.5
ERIK_COLE,20032004,0.13,7.63,-10,0
T.J._OSHIE,20102011,0.17,7.63,14,0.85
STEVEN_STAMKOS,20132014,0.19,7.62,24,8
ROBERTO_LUONGO,20072008,0.04,7.61,7,6.5
IAN_WHITE,20072008,0.11,7.61,-13,0.75
TAYLOR_HALL,20122013,0.17,7.61,23,0.9
PAVOL_DEMITRA,20022003,0.09,7.6,46,3.975
P.A._PARENTEAU,20112012,0.09,7.6,26,1.25
KEITH_TKACHUK,20022003,0.14,7.59,36,11
ERIC_STAAL,20052006,0.06,7.59,61,0.9424
JEFF_CARTER,20062007,0.13,7.59,-15,0.9424
PETER_BUDAJ,20102011,0.06,7.58,-19,1.25
KIMMO_TIMONEN,20122013,0.15,7.58,20,3
MICHAL_ROZSIVAL,20082009,0.09,7.57,-5,7
VACLAV_PROSPAL,20072008,0.08,7.56,35,1.9
