who,last_active,career_effect,current_effect
CURTIS_GLENCROSS,20132014,0.141586632648492,0.141586632648492
ALEX_PIETRANGELO,20132014,0.141081717203442,0.141081717203442
DUSTIN_BROWN,20132014,0.139981731726493,0.139981731726493
TAYLOR_HALL,20132014,0.139866904571502,0.139866904571502
MIKHAIL_GRABOVSKI,20132014,0.139821319657935,0.139821319657935
VIKTOR_KOZLOV,20082009,0.139547810621197,0
MICHAEL_RYDER,20132014,0.139017416837469,0.139017416837469
BRIAN_CAMPBELL,20132014,0.138234126250986,0.138234126250986
ERIC_DESJARDINS,20052006,0.137422881715753,0
MARK_STREIT,20132014,0.136454417154422,0.136454417154422
JASON_BLAKE,20112012,0.135783237774892,0
DANY_HEATLEY,20132014,0.135202353584833,0.0750286028591158
OLEG_KVASHA,20052006,0.134916141320057,0
MILAN_LUCIC,20132014,0.132908273637634,0.132908273637634
ANDREI_KOSTITSYN,20112012,0.132581532303174,0
SEAN_AVERY,20112012,0.132579477398002,0
MATT_DUCHENE,20132014,0.13205562175714,0.13205562175714
CODY_FRANSON,20132014,0.130304363317094,0.130304363317094
MICHEL_OUELLET,20082009,0.130118555051662,0
ADAM_MCQUAID,20132014,0.128801129396645,0.128801129396645
PHIL_KESSEL,20132014,0.128255437709245,0.128255437709245
NOLAN_BAUMGARTNER,20092010,0.127944056762128,0
SEAN_BURKE,20062007,0.127642380422999,0
STEVE_SULLIVAN,20122013,0.12709025569824,0
DEREK_ROY,20132014,0.126644106787473,0.126644106787473
KRIS_VERSTEEG,20132014,0.125728710215615,0.125728710215615
JOHN_LECLAIR,20062007,0.125299903310631,0
NIK_ANTROPOV,20122013,0.125289364123132,0
OLLI_JOKINEN,20132014,0.124643448904875,0.124643448904875
ANDREW_LADD,20132014,0.124582620283533,0.124582620283533
RAFFI_TORRES,20132014,0.123953848264267,0.123953848264267
ILYA_KOVALCHUK,20122013,0.123847765942245,0
PETER_BONDRA,20062007,0.123843543570319,0
MARK_GIORDANO,20132014,0.123593040838121,0.123593040838121
LANDON_WILSON,20082009,0.123438988748659,0
SHEA_WEBER,20132014,0.123167048641235,0.123167048641235
DAN_BOYLE,20132014,0.123143022880556,0.123143022880556
BRANDON_DUBINSKY,20132014,0.122577872754683,0.122577872754683
MIKE_KNUBLE,20122013,0.122465983328967,0
TOM_PREISSING,20092010,0.122312946379116,0
MATS_SUNDIN,20082009,0.120822549280056,0
SCOTT_PARSE,20112012,0.119633660117441,0
DAVID_DESHARNAIS,20132014,0.119270490564498,0.119270490564498
COREY_PERRY,20132014,0.119158206968602,0.119158206968602
ALEX_GOLIGOSKI,20132014,0.118888788394351,0.118888788394351
BRANDON_SAAD,20132014,0.118145883963848,0.118145883963848
