NAME|X0203US|X0304US|X0506US|X0607US|X0708US|X0809US|X0910US|X1011US|X1112US|TOTAL
Ryan Potulny|0|0|0|0.835|0|0|0|0|0|0.835
Lars Jonsson|0|0|0|0.8335|0|0|0|0|0|0.8335
Jaroslav Bednar|0.33|0.5|0|0|0|0|0|0|0|0.83
Bruno St.Jacques|0|0.375|0.45|0|0|0|0|0|0|0.825
Martins Karsums|0|0|0|0|0|0.825|0|0|0|0.825
Pavel Vorobiev|0|0|0.817|0|0|0|0|0|0|0.817
Ari Ahonen|0|0.8|0|0|0|0|0|0|0|0.8
Marc Bergevin|0.4|0.4|0|0|0|0|0|0|0|0.8
Tony Hrkac|0.8|0|0|0|0|0|0|0|0|0.8
Jarno Kultanen|0.8|0|0|0|0|0|0|0|0|0.8
Steve Mckenna|0.4|0.4|0|0|0|0|0|0|0|0.8
Kirk Muller|0.8|0|0|0|0|0|0|0|0|0.8
Chris Taylor|0|0.35|0.45|0|0|0|0|0|0|0.8
Rickard Wallin|0|0|0|0|0|0|0.8|0|0|0.8
Alexei Mikhnov|0|0|0|0.8|0|0|0|0|0|0.8
Johan Backlund|0|0|0|0|0|0|0|0.8|0|0.8
Matt Read|0|0|0|0|0|0|0|0|0.8|0.8
Justin Faulk|0|0|0|0|0|0|0|0|0.79|0.79
Jakob Silfverberg|0|0|0|0|0|0|0|0|0.79|0.79
Linden Vey|0|0|0|0|0|0|0|0|0.79|0.79
Jake Allen|0|0|0|0|0|0|0|0|0.7875|0.7875
Jonathon Blum|0|0|0|0|0|0|0|0|0.7875|0.7875
Colby Cohen|0|0|0|0|0|0|0|0.7875|0|0.7875
Thomas Hickey|0|0|0|0|0|0|0|0|0.7875|0.7875
Thomas McCollum|0|0|0|0|0|0|0|0|0.7875|0.7875
Chet Pickard|0|0|0|0|0|0|0|0|0.7875|0.7875
Viatcheslav Voynov|0|0|0|0|0|0|0|0|0.7875|0.7875
Lubomir Sekeras|0.775|0|0|0|0|0|0|0|0|0.775
Tye McGinn|0|0|0|0|0|0|0|0|0.775|0.775
Nicholas Petrecki|0|0|0|0|0|0|0|0.775|0|0.775
Harrison Zolnierczyk|0|0|0|0|0|0|0|0|0.775|0.775
Brad Chartrand|0.35|0.42|0|0|0|0|0|0|0|0.77
Marc-Andre Bourdon|0|0|0|0|0|0|0|0|0.7625|0.7625
Brad Brown|0.75|0|0|0|0|0|0|0|0|0.75
 Colin|0.75|0|0|0|0|0|0|0|0|0.75
Stu Grimson|0.75|0|0|0|0|0|0|0|0|0.75
Gino Odjick|0.75|0|0|0|0|0|0|0|0|0.75
James Howard|0|0|0|0|0|0|0.75|0|0|0.75
Taylor Fedun|0|0|0|0|0|0|0|0|0.74|0.74
Carl Klingberg|0|0|0|0|0|0|0|0.74|0|0.74
Ryan Spooner|0|0|0|0|0|0|0|0|0.74|0.74
Eric Tangradi|0|0|0|0|0|0|0|0.7375|0|0.7375
Ben Maxwell|0|0|0|0|0|0|0|0.735|0|0.735
Mike Morris|0|0|0|0|0.7306|0|0|0|0|0.7306
Karri Ramo|0|0|0|0|0|0.725|0|0|0|0.725
Matt Climie|0|0|0|0|0|0|0|0.725|0|0.725
Matthew Spiller|0|0|0.722|0|0|0|0|0|0|0.722
Harold Druken|0.715|0|0|0|0|0|0|0|0|0.715
Brandon Manning|0|0|0|0|0|0|0|0|0.715|0.715
Devante Smith-Pelly|0|0|0|0|0|0|0|0|0.71|0.71
Bill Lindsay|0.7|0|0|0|0|0|0|0|0|0.7
Karel Pilar|0.7|0|0|0|0|0|0|0|0|0.7
Joe DiPenta|0|0|0|0|0.7|0|0|0|0|0.7
Magnus Johansson|0|0|0|0|0.7|0|0|0|0|0.7
Colin Greening|0|0|0|0|0|0|0|0|0.7|0.7
James O'Brien|0|0|0|0|0|0|0|0|0.7|0.7
Andre Petersson|0|0|0|0|0|0|0|0|0.7|0.7
Derek Smith|0|0|0|0|0|0|0|0|0.7|0.7
Tyler Toffoli|0|0|0|0|0|0|0|0|0.7|0.7
Jason Zucker|0|0|0|0|0|0|0|0|0.7|0.7
Jack MacLellan|0|0|0|0|0|0|0|0|0.6925|0.6925
Tyler Brown|0|0|0|0|0|0|0|0|0.69|0.69
Jaden Schwartz|0|0|0|0|0|0|0|0|0.69|0.69
Craig Smith|0|0|0|0|0|0|0|0|0.69|0.69
Ethan Werek|0|0|0|0|0|0|0|0|0.69|0.69
Matt Calvert|0|0|0|0|0|0|0|0.6875|0|0.6875
Brett Hextall|0|0|0|0|0|0|0|0|0.6875|0.6875
Kevin Marshall|0|0|0|0|0|0|0|0.6875|0|0.6875
Gustav Nyquist|0|0|0|0|0|0|0|0|0.6875|0.6875
Allen York|0|0|0|0|0|0|0|0|0.6875|0.6875
Thomas Pock|0|0|0|0|0|0.685|0|0|0|0.685
Philip Larsen|0|0|0|0|0|0|0|0|0.685|0.685
David Leneveu|0|0|0.684|0|0|0|0|0|0|0.684
Chad Johnson|0|0|0|0|0|0|0|0.68|0|0.68
Lennart Petrell|0|0|0|0|0|0|0|0|0.68|0.68
Chris Heid|0|0.675|0|0|0|0|0|0|0|0.675
Tomas Malec|0|0.675|0|0|0|0|0|0|0|0.675
Igor Radulov|0|0.675|0|0|0|0|0|0|0|0.675
Jacob Dowell|0|0|0|0|0.675|0|0|0|0|0.675
Niklas Grossman|0|0|0|0|0.675|0|0|0|0|0.675
Raymond Sawada|0|0|0|0|0|0.675|0|0|0|0.675
Cameron MacIntyre|0|0|0|0|0|0|0|0.675|0|0.675
Ladislav Benysek|0.6675|0|0|0|0|0|0|0|0|0.6675
Steve Webb|0.667435|0|0|0|0|0|0|0|0|0.667435
Mikko Eloranta|0.667434|0|0|0|0|0|0|0|0|0.667434
Igor Bobkov|0|0|0|0|0|0|0|0.665|0|0.665
Brandon McMillan|0|0|0|0|0|0|0|0.665|0|0.665
Evgeny Dadonov|0|0|0|0|0|0|0|0.6625|0|0.6625
Maxime Sauve|0|0|0|0|0|0|0|0|0.6625|0.6625
Christian Berglund|0.65|0|0|0|0|0|0|0|0|0.65
Tomas Kurka|0|0.65|0|0|0|0|0|0|0|0.65
Tony Salmelainen|0|0|0|0.65|0|0|0|0|0|0.65
Yan Stastny|0|0|0|0.65|0|0|0|0|0|0.65
Oliver Lauridsen|0|0|0|0|0|0|0|0|0.65|0.65
Lee Sweatt|0|0|0|0|0|0|0|0.65|0|0.65
Hunter Bishop|0|0|0|0|0|0|0|0|0.64|0.64
Taylor Doherty|0|0|0|0|0|0|0|0.64|0|0.64
Eric Gelinas|0|0|0|0|0|0|0|0|0.64|0.64
Eddie Lack|0|0|0|0|0|0|0|0.64|0|0.64
Brendon Nash|0|0|0|0|0|0|0|0|0.64|0.64
Dmitri Orlov|0|0|0|0|0|0|0|0|0.64|0.64
Michael Testwuide|0|0|0|0|0|0|0|0.64|0|0.64
Carl Hagelin|0|0|0|0|0|0|0|0|0.6375|0.6375
Mike Hoeffel|0|0|0|0|0|0|0|0|0.6375|0.6375
Alec Richards|0|0|0|0|0|0|0|0.6375|0|0.6375
Andrew Bodnarchuk|0|0|0|0|0|0|0|0|0.63525|0.63525
Dylan Reese|0|0|0|0|0|0|0|0|0.63525|0.63525
Matt Bartkowski|0|0|0|0|0|0|0|0.635|0|0.635
Patrick Mullen|0|0|0|0|0|0|0|0|0.6325|0.6325
Konstantin Koltsov|0|0|0.627|0|0|0|0|0|0|0.627
Maxim Kondratiev|0|0|0.627|0|0|0|0|0|0|0.627
Alexander Perezhogin|0|0|0|0.627|0|0|0|0|0|0.627
Tommy Westlund|0.625|0|0|0|0|0|0|0|0|0.625
Jarkko Immonen|0|0|0|0.625|0|0|0|0|0|0.625
Evgeny Grachev|0|0|0|0|0|0|0|0|0.625|0.625
DJ King|0|0|0|0|0|0|0|0.625|0|0.625
Victor Oreskovich|0|0|0|0|0|0|0|0.625|0|0.625
Zack Smith|0|0|0|0|0|0|0|0|0.625|0.625
Ryan White|0|0|0|0|0|0|0|0|0.625|0.625
Andrey Zubarev|0|0|0|0|0|0|0|0.625|0|0.625
Brandon Saad|0|0|0|0|0|0|0|0|0.6175|0.6175
Louis-Marc Aubry|0|0|0|0|0|0|0|0|0.615|0.615
Cody Eakin|0|0|0|0|0|0|0|0|0.615|0.615
Keith Kinkaid|0|0|0|0|0|0|0|0|0.615|0.615
James Marcou|0|0|0|0|0|0|0|0|0.615|0.615
Jake Muzzin|0|0|0|0|0|0|0|0|0.615|0.615
Dylan Olsen|0|0|0|0|0|0|0|0|0.615|0.615
Joakim Andersson|0|0|0|0|0|0|0|0|0.6125|0.6125
Brandon Burlon|0|0|0|0|0|0|0|0|0.6125|0.6125
Jimmy Hayes|0|0|0|0|0|0|0|0|0.6125|0.6125
Mattias Modig|0|0|0|0|0|0|0|0|0.6125|0.6125
Michael Stone|0|0|0|0|0|0|0|0|0.6125|0.6125
David Warsofsky|0|0|0|0|0|0|0|0|0.6125|0.6125
Mike Hoffman|0|0|0|0|0|0|0|0|0.61|0.61
Mark Borowiecki|0|0|0|0|0|0|0|0|0.61|0.61
Gabriel Bourque|0|0|0|0|0|0|0|0|0.61|0.61
Lane MacDermid|0|0|0|0|0|0|0|0|0.61|0.61
Mark Olver|0|0|0|0|0|0|0|0|0.61|0.61
Dmitry Bykov|0.605|0|0|0|0|0|0|0|0|0.605
Rich Clune|0|0|0|0|0|0|0|0|0.605|0.605
Justin Falk|0|0|0|0|0|0|0|0|0.605|0.605
Mark Stone|0|0|0|0|0|0|0|0|0.605|0.605
Dale Weise|0|0|0|0|0|0|0|0|0.605|0.605
Jeff Daniels|0.3|0.3|0|0|0|0|0|0|0|0.6
Shawn Heins|0.6|0|0|0|0|0|0|0|0|0.6
Ivan Huml|0.6|0|0|0|0|0|0|0|0|0.6
Kent Manderville|0.6|0|0|0|0|0|0|0|0|0.6
Stephane Matteau|0.6|0|0|0|0|0|0|0|0|0.6
Bryan Muir|0|0|0|0.6|0|0|0|0|0|0.6
Lawrence Nycholat|0|0|0|0|0|0.6|0|0|0|0.6
Jeff Odgers|0.6|0|0|0|0|0|0|0|0|0.6
Bob Probert|0.6|0|0|0|0|0|0|0|0|0.6
Paul Ranheim|0.6|0|0|0|0|0|0|0|0|0.6
Vladimir Vujtek|0.6|0|0|0|0|0|0|0|0|0.6
Jaroslav Hlinka|0|0|0|0|0.6|0|0|0|0|0.6
Ryan Stone|0|0|0|0|0|0|0.6|0|0|0.6
Oskars Bartulis|0|0|0|0|0|0|0|0.6|0|0.6
Stu Bickel|0|0|0|0|0|0|0|0|0.6|0.6
Ben Bishop|0|0|0|0|0|0|0|0|0.6|0.6
TJ Brodie|0|0|0|0|0|0|0|0|0.6|0.6
Carter Camper|0|0|0|0|0|0|0|0|0.6|0.6
Erik Condra|0|0|0|0|0|0|0|0|0.6|0.6
Kaspars Daugavins|0|0|0|0|0|0|0|0|0.6|0.6
David Dziurzynski|0|0|0|0|0|0|0|0|0.6|0.6
Joshua Hennessy|0|0|0|0|0|0|0|0|0.6|0.6
Michal Repik|0|0|0|0|0|0|0|0.6|0|0.6
Jeremy Smith|0|0|0|0|0|0|0|0|0.6|0.6
Garrett Stafford|0|0|0|0|0|0|0|0.6|0|0.6
Marek Viedensky|0|0|0|0|0|0|0|0.6|0|0.6
Lance Bouma|0|0|0|0|0|0|0|0|0.595|0.595
Michael Sislo|0|0|0|0|0|0|0|0|0.595|0.595
Jeff LoVecchio|0|0|0|0|0|0.594|0|0|0|0.594
Craig Cunningham|0|0|0|0|0|0|0|0|0.59|0.59
Ryan Garbutt|0|0|0|0|0|0|0|0|0.59|0.59
Dan Kelly|0|0|0|0|0|0|0|0|0.59|0.59
Joseph Lavin|0|0|0|0|0|0|0|0|0.59|0.59
Jordan Szwarz|0|0|0|0|0|0|0|0|0.588353|0.588353
Olivier Fortier|0|0|0|0|0|0|0.5875|0|0|0.5875
Brian Connelly|0|0|0|0|0|0|0|0.5875|0|0.5875
Patrice Cormier|0|0|0|0|0|0|0|0.5875|0|0.5875
Cameron Gaunce|0|0|0|0|0|0|0|0.5875|0|0.5875
Steven Kampfer|0|0|0|0|0|0|0|0.5875|0|0.5875
Kevin Poulin|0|0|0|0|0|0|0|0.5875|0|0.5875
Jason Bacashihua|0|0|0|0.5852|0|0|0|0|0|0.5852
Steve Wagner|0|0|0|0|0.585|0|0|0|0|0.585
Andy Andreoff|0|0|0|0|0|0|0|0|0.585|0.585
Eric Gryba|0|0|0|0|0|0|0|0|0.585|0.585
Dwight King|0|0|0|0|0|0|0|0|0.585|0.585
Louis Boileau-Domingue|0|0|0|0|0|0|0|0|0.58|0.58
Shawn Lalonde|0|0|0|0|0|0|0|0.58|0|0.58
Ben Smith|0|0|0|0|0|0|0|0.58|0|0.58
Nathan Oystrick|0|0|0|0|0|0.5775|0|0|0|0.5775
Christopher Bourque|0|0|0|0|0|0|0.5775|0|0|0.5775
Andrew Campbell|0|0|0|0|0|0|0|0|0.5775|0.5775
Lubos Bartecko|0.575|0|0|0|0|0|0|0|0|0.575
Yuri Butsayev|0.575|0|0|0|0|0|0|0|0|0.575
Brent Gilchrist|0.575|0|0|0|0|0|0|0|0|0.575
Patrick Fischer|0|0|0|0.575|0|0|0|0|0|0.575
Tim Ramholt|0|0|0|0|0.575|0|0|0|0|0.575
Joe Callahan|0|0|0|0|0|0.575|0|0|0|0.575
Keith Aulie|0|0|0|0|0|0|0|0.575|0|0.575
Adam Cracknell|0|0|0|0|0|0|0|0|0.575|0.575
Nate Guenin|0|0|0|0|0|0|0|0.575|0|0.575
Matt Lashoff|0|0|0|0|0|0|0|0.575|0|0.575
Andrei Loktionov|0|0|0|0|0|0|0|0|0.575|0.575
Justin Pogge|0|0|0|0|0|0|0|0|0.575|0.575
Dan Sexton|0|0|0|0|0|0|0|0.575|0|0.575
Andrew Shaw|0|0|0|0|0|0|0|0|0.575|0.575
Dustin Tokarski|0|0|0|0|0|0|0|0.575|0|0.575
James Wright|0|0|0|0|0|0|0.57|0|0|0.57
Jamie Arniel|0|0|0|0|0|0|0|0.57|0|0.57
Justin Azevedo|0|0|0|0|0|0|0|0|0.57|0.57
Denny Lambert|0.566667|0|0|0|0|0|0|0|0|0.566667
Brandon Mashinter|0|0|0|0|0|0|0|0.56|0|0.56
Christopher DiDomenico|0|0|0|0|0|0|0.555|0|0|0.555
Yannick Riendeau|0|0|0|0|0|0|0.555|0|0|0.555
Kevan Miller|0|0|0|0|0|0|0|0|0.555|0.555
Zac Bierk|0|0.55|0|0|0|0|0|0|0|0.55
Raymond Giroux|0|0.55|0|0|0|0|0|0|0|0.55
Tomi Kallio|0.55|0|0|0|0|0|0|0|0|0.55
Steve Kelly|0|0.55|0|0|0|0|0|0|0|0.55
Mats Lindgren|0|0.55|0|0|0|0|0|0|0|0.55
Deron Quint|0|0.55|0|0|0|0|0|0|0|0.55
Kirill Safronov|0|0.55|0|0|0|0|0|0|0|0.55
Andreas Salomonsson|0.55|0|0|0|0|0|0|0|0|0.55
Peter Skudra|0.55|0|0|0|0|0|0|0|0|0.55
Gary Valk|0.55|0|0|0|0|0|0|0|0|0.55
Brandon Segal|0|0|0|0|0|0|0|0.55|0|0.55
Hannu Pikkarainen|0|0|0|0.55|0|0|0|0|0|0.55
Stefan Ruzicka|0|0|0|0.55|0|0|0|0|0|0.55
Aleksander Suglobov|0|0|0|0.55|0|0|0|0|0|0.55
Peter Olvecky|0|0|0|0|0|0.55|0|0|0|0.55
Guillaume Desbiens|0|0|0|0|0|0|0.55|0|0|0.55
Luke Gazdic|0|0|0|0|0|0|0.55|0|0|0.55
Nathan Smith|0|0|0|0|0|0|0.55|0|0|0.55
Ryan Vesce|0|0|0|0|0|0|0.55|0|0|0.55
Richard Bachman|0|0|0|0|0|0|0|0|0.55|0.55
Brandon Bollig|0|0|0|0|0|0|0|0|0.55|0.55
Travis Ehrhardt|0|0|0|0|0|0|0|0|0.55|0.55
Richard Greenop|0|0|0|0|0|0|0|0|0.55|0.55
Bracken Kearns|0|0|0|0|0|0|0|0.55|0|0.55
Chris Mueller|0|0|0|0|0|0|0|0|0.55|0.55
Warren Peters|0|0|0|0|0|0|0|0|0.55|0.55
Tom Sestito|0|0|0|0|0|0|0|0|0.55|0.55
Matt Watkins|0|0|0|0|0|0|0|0|0.55|0.55
Kyle Wilson|0|0|0|0|0|0|0|0|0.55|0.55
Jake Taylor|0|0|0|0.545|0|0|0|0|0|0.545
Jordan Nolan|0|0|0|0|0|0|0|0|0.54|0.54
Victor Bartley|0|0|0|0|0|0|0|0|0.5375|0.5375
Jared Spurgeon|0|0|0|0|0|0|0|0|0.535|0.535
Antti Sakari Pihlstrom|0|0|0|0|0|0.53|0|0|0|0.53
Dany Masse|0|0|0|0|0|0|0.53|0|0|0.53
Levi Nelson|0|0|0|0|0|0|0.53|0|0|0.53
Mike Danton|0.525|0|0|0|0|0|0|0|0|0.525
Tomas Zizka|0|0.525|0|0|0|0|0|0|0|0.525
Jonathan Hedstrom|0|0|0.525|0|0|0|0|0|0|0.525
Josh Langfeld|0|0|0.525|0|0|0|0|0|0|0.525
Petr Tenkrat|0|0|0|0.525|0|0|0|0|0|0.525
Keith Aucoin|0|0|0|0|0|0|0|0|0.525|0.525
William Thomas|0|0|0|0|0|0.525|0|0|0|0.525
Matthew Anderson|0|0|0|0|0|0|0|0|0.525|0.525
Marc-Andre Cliche|0|0|0|0|0|0|0|0|0.525|0.525
Matthew Ford|0|0|0|0|0|0|0|0|0.525|0.525
Jeff Frazee|0|0|0|0|0|0|0|0|0.525|0.525
Stephen Gionta|0|0|0|0|0|0|0|0|0.525|0.525
Shawn Hunwick|0|0|0|0|0|0|0|0|0.525|0.525
Martin Jones|0|0|0|0|0|0|0|0|0.525|0.525
Matt Kassian|0|0|0|0|0|0|0|0|0.525|0.525
Chad Kolarik|0|0|0|0|0|0|0|0|0.525|0.525
Brian Lashoff|0|0|0|0|0|0|0|0|0.525|0.525
Bradley Mills|0|0|0|0|0|0|0|0|0.525|0.525
Mike Moore|0|0|0|0|0|0|0|0|0.525|0.525
Francis Pare|0|0|0|0|0|0|0|0|0.525|0.525
Corey Potter|0|0|0|0|0|0|0|0|0.525|0.525
Tim Sestito|0|0|0|0|0|0|0|0|0.525|0.525
Joe Vitale|0|0|0|0|0|0|0|0|0.525|0.525
James Wyan|0|0|0|0|0|0|0|0|0.525|0.525
Steven Zalewski|0|0|0|0|0|0|0|0|0.525|0.525
Patrick Thoresen|0|0|0|0.5175|0|0|0|0|0|0.5175
Craig Berube|0.515|0|0|0|0|0|0|0|0|0.515
Cody Bass|0|0|0|0|0|0.51|0|0|0|0.51
Matt Foy|0|0|0|0|0.506|0|0|0|0|0.506
Jakub Petruzalek|0|0|0|0|0|0.505|0|0|0|0.505
Louie Debrusk|0.5|0|0|0|0|0|0|0|0|0.5
Kevin Dineen|0.5|0|0|0|0|0|0|0|0|0.5
Butch Goring|0|0.5|0|0|0|0|0|0|0|0.5
Steve Guolla|0.5|0|0|0|0|0|0|0|0|0.5
Paul Healey|0|0.5|0|0|0|0|0|0|0|0.5
Jeff Heerema|0|0.5|0|0|0|0|0|0|0|0.5
Uwe Krupp|0.5|0|0|0|0|0|0|0|0|0.5
Denis Pederson|0.5|0|0|0|0|0|0|0|0|0.5
Kamil Piros|0|0.5|0|0|0|0|0|0|0|0.5
Rob Ray|0.5|0|0|0|0|0|0|0|0|0.5
Andre Savage|0.5|0|0|0|0|0|0|0|0|0.5
Todd Warriner|0.5|0|0|0|0|0|0|0|0|0.5
Craig Mcdonald|0|0|0.5|0|0|0|0|0|0|0.5
Kevin Nastiuk|0|0|0.5|0|0|0|0|0|0|0.5
Phillipe Sauve|0|0|0.5|0|0|0|0|0|0|0.5
Trevor Gillies|0|0|0|0|0|0|0|0.5|0|0.5
Dan Ellis |0|0|0|0|0.5|0|0|0|0|0.5
Erik Reitz|0|0|0|0|0|0.5|0|0|0|0.5
Ilkka Pikkarainen|0|0|0|0|0|0|0.5|0|0|0.5
Bobby Allen|0|0|0|0|0.5|0|0|0|0|0.5
Rejean Beauchemin|0|0|0|0.5|0|0|0|0|0|0.5
Josh Gratton|0|0|0|0.5|0|0|0|0|0|0.5
David Printz|0|0|0|0.5|0|0|0|0|0|0.5
Jussi Pekka Timonen|0|0|0|0.5|0|0|0|0|0|0.5
Tomas Popperle|0|0|0|0|0.5|0|0|0|0|0.5
Denis Tolpeko|0|0|0|0|0.5|0|0|0|0|0.5
Joakim Lindstrom|0|0|0|0|0|0.5|0|0|0|0.5
Tomas Plihal|0|0|0|0|0|0.5|0|0|0|0.5
Jared Ross|0|0|0|0|0|0.5|0|0|0|0.5
Casey Borer|0|0|0|0|0|0|0.5|0|0|0.5
Mika Pyorala|0|0|0|0|0|0|0.5|0|0|0.5
Pierre-Luc Letourneau-Leblond|0|0|0|0|0|0|0.5|0|0|0.5
Ryan Oulahen|0|0|0|0|0|0|0.5|0|0|0.5
Michael Angelidis|0|0|0|0|0|0|0|0.5|0|0.5
Mathieu Beaudoin|0|0|0|0|0|0|0|0.5|0|0.5
Troy Bodie|0|0|0|0|0|0|0|0.5|0|0.5
Dane Byers|0|0|0|0|0|0|0|0.5|0|0.5
Brett Carson|0|0|0|0|0|0|0|0.5|0|0.5
Philippe Dupuis|0|0|0|0|0|0|0|0.5|0|0.5
Micheal Haley|0|0|0|0|0|0|0|0.5|0|0.5
Patrick McNeill|0|0|0|0|0|0|0|0.5|0|0.5
Nick Palmieri|0|0|0|0|0|0|0|0.5|0|0.5
Justin Peters|0|0|0|0|0|0|0|0.5|0|0.5
Mattias Ritola|0|0|0|0|0|0|0|0.5|0|0.5
Jerome Samson|0|0|0|0|0|0|0|0.5|0|0.5
Sean Sullivan|0|0|0|0|0|0|0|0.5|0|0.5
John Jakopin|0.495|0|0|0|0|0|0|0|0|0.495
Stacy Roest|0.495|0|0|0|0|0|0|0|0|0.495
Kyle Wanvig|0|0|0.495|0|0|0|0|0|0|0.495
Logan Koopmans|0|0|0|0|0.495|0|0|0|0|0.495
Tobias Stephan|0|0|0|0|0|0.485|0|0|0|0.485
Matt Davidson|0|0.475|0|0|0|0|0|0|0|0.475
Jason Holland|0|0.475|0|0|0|0|0|0|0|0.475
Mathias Johansson|0.475|0|0|0|0|0|0|0|0|0.475
Allan Rourke|0|0|0|0|0.475|0|0|0|0|0.475
Kevin Sawyer|0.475|0|0|0|0|0|0|0|0|0.475
Shane Endicott|0|0|0.475|0|0|0|0|0|0|0.475
Colin Stuart|0|0|0|0|0|0.475|0|0|0|0.475
Darren Haydar|0|0|0|0|0.475|0|0|0|0|0.475
Filip Novak|0|0|0|0.475|0|0|0|0|0|0.475
Martin St.Pierre|0|0|0|0.475|0|0|0|0|0|0.475
Dimitri Patzold|0|0|0|0|0.475|0|0|0|0|0.475
Geoff Peters|0|0|0|0|0.475|0|0|0|0|0.475
Steven Goertzen|0|0|0|0|0|0.475|0|0|0|0.475
Chris Holt|0|0|0|0|0|0.475|0|0|0|0.475
David Van Der Gulik|0|0|0|0|0|0.475|0|0|0|0.475
Barry Brust|0|0|0|0.469|0|0|0|0|0|0.469
Drew Larman|0|0|0|0.46|0|0|0|0|0|0.46
Michael Wall|0|0|0|0.4575|0|0|0|0|0|0.4575
Ramzi Abid|0|0.45|0|0|0|0|0|0|0|0.45
Frank Banham|0|0.45|0|0|0|0|0|0|0|0.45
Ryan Barnes|0.45|0|0|0|0|0|0|0|0|0.45
Richard Brennan|0|0.45|0|0|0|0|0|0|0|0.45
Ted Donato|0|0.45|0|0|0|0|0|0|0|0.45
Mike Farrell|0.45|0|0|0|0|0|0|0|0|0.45
Hannes Hyvonen|0.45|0|0|0|0|0|0|0|0|0.45
Tomas Kloucek|0|0|0.45|0|0|0|0|0|0|0.45
Tom Koivisto|0.45|0|0|0|0|0|0|0|0|0.45
Jean-Francois Labbe|0.45|0|0|0|0|0|0|0|0|0.45
Jan Lasak|0|0.45|0|0|0|0|0|0|0|0.45
David Ling|0|0.45|0|0|0|0|0|0|0|0.45
David Oliver|0|0|0.45|0|0|0|0|0|0|0.45
Blake Sloan|0.45|0|0|0|0|0|0|0|0|0.45
Miroslav Zalesak|0|0.45|0|0|0|0|0|0|0|0.45
Darryl Bootland|0|0|0.45|0|0|0|0|0|0|0.45
Kip Brennan|0|0|0.45|0|0|0|0|0|0|0.45
Travis Brigley|0|0|0.45|0|0|0|0|0|0|0.45
Wade Brookbank|0|0|0.45|0|0|0|0|0|0|0.45
Garrett Burnett|0|0|0.45|0|0|0|0|0|0|0.45
Sven Butenschon|0|0|0.45|0|0|0|0|0|0|0.45
Martin Cibak|0|0|0.45|0|0|0|0|0|0|0.45
Reinhard Divis|0|0|0.45|0|0|0|0|0|0|0.45
Simon Gamache|0|0|0.45|0|0|0|0|0|0|0.45
Timo Helbling|0|0|0.45|0|0|0|0|0|0|0.45
J.J. Hunter|0|0|0.45|0|0|0|0|0|0|0.45
Matt Hussey|0|0|0.45|0|0|0|0|0|0|0.45
Jason King|0|0|0.45|0|0|0|0|0|0|0.45
Patrick Leahy|0|0|0.45|0|0|0|0|0|0|0.45
Mike Morrison|0|0|0.45|0|0|0|0|0|0|0.45
Matt Murley|0|0|0.45|0|0|0|0|0|0|0.45
Serge Payer|0|0|0.45|0|0|0|0|0|0|0.45
Nathan Perrott|0|0|0.45|0|0|0|0|0|0|0.45
Ryan Ready|0|0|0.45|0|0|0|0|0|0|0.45
Jani Rita|0|0|0.45|0|0|0|0|0|0|0.45
Andy Roach|0|0|0.45|0|0|0|0|0|0|0.45
Darcy Verot|0|0|0.45|0|0|0|0|0|0|0.45
Andrew Woznieski|0|0|0.45|0|0|0|0|0|0|0.45
Karl Stewart|0|0|0|0.45|0|0|0|0|0|0.45
Travis Roche|0|0|0|0.45|0|0|0|0|0|0.45
Alex Brooks|0|0|0|0.45|0|0|0|0|0|0.45
Boyd Kane|0|0|0|0.45|0|0|0|0|0|0.45
Alain Nasreddine|0|0|0|0.45|0|0|0|0|0|0.45
Joel Perrault|0|0|0|0.45|0|0|0|0|0|0.45
Richie Regehr|0|0|0|0.45|0|0|0|0|0|0.45
Darren Reid|0|0|0|0.45|0|0|0|0|0|0.45
Tommi Santala|0|0|0|0.45|0|0|0|0|0|0.45
Jesse Fibiger|0|0.44|0|0|0|0|0|0|0|0.44
Sami Helenius|0.44|0|0|0|0|0|0|0|0|0.44
Josef Boumedienne|0|0.425|0|0|0|0|0|0|0|0.425
Jason Doig|0|0.425|0|0|0|0|0|0|0|0.425
Kirby Law|0.425|0|0|0|0|0|0|0|0|0.425
Jeff Paul|0.425|0|0|0|0|0|0|0|0|0.425
Eero Somervuori|0|0.425|0|0|0|0|0|0|0|0.425
Jiri Bicek|0|0.4|0|0|0|0|0|0|0|0.4
Patrick Boileau|0|0.4|0|0|0|0|0|0|0|0.4
Dennis Bonvie|0.4|0|0|0|0|0|0|0|0|0.4
Sebastien Charpentier|0|0.4|0|0|0|0|0|0|0|0.4
Vladimir  Chebaturkin|0.4|0|0|0|0|0|0|0|0|0.4
Greg Classen|0.4|0|0|0|0|0|0|0|0|0.4
 Dewolf|0.4|0|0|0|0|0|0|0|0|0.4
Wade Flaherty|0|0.4|0|0|0|0|0|0|0|0.4
Kari Haakana|0.4|0|0|0|0|0|0|0|0|0.4
Richard Lintner|0.4|0|0|0|0|0|0|0|0|0.4
Kent Mcdonell|0|0.4|0|0|0|0|0|0|0|0.4
Chris Schmidt|0|0.4|0|0|0|0|0|0|0|0.4
Benjamin Simon|0|0.4|0|0|0|0|0|0|0|0.4
Reid Simpson|0|0.4|0|0|0|0|0|0|0|0.4
Jamie Wright|0.4|0|0|0|0|0|0|0|0|0.4
Ryan Flinn|0|0.385|0|0|0|0|0|0|0|0.385
